member_casual,rideable_type,day_of_week,month,hour_of_day,total_rides,avg_ride_length_minutes
casual,classic_bike,7,4,23,137,17.78
member,electric_bike,1,4,8,232,8.5
member,classic_bike,1,4,12,922,14.77
member,classic_bike,2,4,5,168,11.88
casual,electric_bike,3,4,9,197,9.34
casual,electric_bike,4,4,15,409,11.8
casual,classic_bike,5,4,12,271,24.76
casual,electric_bike,5,4,18,364,10.56
member,electric_bike,6,4,1,55,8.2
member,electric_bike,6,4,13,487,9.21
casual,electric_bike,6,4,20,235,12.29
member,classic_bike,6,4,21,289,10.11
member,electric_bike,1,4,7,132,6.98
casual,electric_bike,2,4,15,405,14.81
casual,electric_bike,4,4,10,122,11.15
member,electric_bike,4,4,19,672,9.87
casual,classic_bike,6,4,19,325,19.23
member,classic_bike,7,4,21,266,10.27
casual,electric_bike,1,4,4,28,10.68
casual,classic_bike,2,4,9,176,27.26
casual,electric_bike,2,4,10,140,17.1
member,electric_bike,2,4,22,241,9.43
member,electric_bike,2,4,23,109,9.83
casual,classic_bike,3,4,16,529,26.43
member,classic_bike,4,4,5,162,10.33
member,electric_bike,5,5,18,1435,10.68
member,classic_bike,5,5,22,394,10.93
member,electric_bike,6,5,6,558,9.84
casual,classic_bike,6,5,14,942,30.46
casual,electric_bike,6,5,21,316,11.8
member,classic_bike,1,5,1,92,18.34
casual,electric_bike,1,5,22,199,12.12
member,classic_bike,2,5,4,33,18.97
member,electric_bike,2,5,10,422,10.23
casual,classic_bike,2,5,12,593,35.68
member,classic_bike,3,5,13,691,10.7
member,electric_bike,4,5,1,31,8.26
casual,electric_bike,4,5,7,291,8.09
casual,electric_bike,4,5,8,308,7.83
member,electric_bike,4,5,14,603,9.44
member,electric_bike,4,5,16,1740,10.76
casual,classic_bike,4,5,17,668,19.29
casual,electric_bike,4,5,18,481,11.48
casual,classic_bike,4,5,19,423,22.55
member,electric_bike,5,5,6,685,9.43
member,electric_bike,5,5,8,1685,8.93
casual,electric_bike,6,5,9,330,13.38
member,electric_bike,7,5,7,278,9.59
member,electric_bike,7,5,11,933,11.29
member,classic_bike,7,5,22,345,12.46
member,electric_bike,1,5,9,404,9.22
member,classic_bike,1,5,10,822,12.7
member,classic_bike,1,5,13,1013,14.1
member,electric_bike,1,5,21,260,9.23
member,electric_bike,2,5,13,539,9.99
casual,classic_bike,3,5,11,308,31.58
member,classic_bike,4,5,9,699,10.55
member,electric_bike,4,5,15,943,10.41
member,classic_bike,4,5,21,435,11.01
casual,classic_bike,5,5,16,744,30.61
casual,classic_bike,6,5,10,547,33.3
casual,electric_bike,7,5,9,507,16.5
casual,electric_bike,1,5,17,588,20.38
member,classic_bike,2,5,9,727,10.76
member,electric_bike,2,5,14,605,9.97
casual,electric_bike,2,5,18,503,15.01
casual,classic_bike,2,5,23,52,23.29
member,electric_bike,3,5,9,534,8.73
member,electric_bike,3,5,21,409,10.15
casual,electric_bike,4,5,11,175,12.93
member,classic_bike,5,5,0,84,11.99
casual,electric_bike,6,5,2,75,12.17
casual,electric_bike,7,5,21,334,13.43
casual,classic_bike,1,5,7,168,40.99
casual,electric_bike,1,5,12,574,22.46
member,electric_bike,5,5,11,599,10.24
member,electric_bike,6,5,20,528,10.29
member,electric_bike,1,6,9,678,11.68
member,electric_bike,1,6,21,475,10.86
casual,electric_bike,2,6,5,93,7.3
member,electric_bike,2,6,13,696,11.04
casual,classic_bike,2,6,22,391,22.55
member,electric_bike,3,6,9,664,10.17
casual,electric_bike,3,6,17,1176,14.23
casual,classic_bike,3,6,18,1357,26.65
member,electric_bike,4,6,10,399,10.13
member,electric_bike,5,6,7,1103,9.55
casual,classic_bike,5,6,15,847,27.47
member,electric_bike,5,6,18,1268,11.71
member,classic_bike,5,6,22,535,12.87
member,electric_bike,6,6,7,914,9.65
member,electric_bike,6,6,18,1129,12.41
member,electric_bike,7,6,18,806,12.92
member,classic_bike,7,6,19,973,15.96
casual,electric_bike,1,6,0,489,15.44
casual,electric_bike,1,6,17,1096,17.82
member,classic_bike,4,6,9,795,11.92
member,electric_bike,4,6,14,460,10.99
member,electric_bike,6,6,20,562,12.48
member,electric_bike,7,6,11,914,12.26
casual,electric_bike,1,6,23,203,11.91
casual,electric_bike,2,6,7,428,9.1
casual,classic_bike,2,6,17,1582,26.16
casual,electric_bike,3,6,0,122,13.87
casual,classic_bike,3,6,8,500,20.43
casual,electric_bike,3,6,12,458,15.85
casual,electric_bike,4,6,6,158,8.49
casual,electric_bike,4,6,11,331,16.8
member,classic_bike,5,6,0,69,18.07
casual,electric_bike,6,6,21,501,13.82
casual,electric_bike,7,6,21,569,15.96
member,electric_bike,1,6,4,53,9.58
member,classic_bike,2,6,21,795,14.35
casual,classic_bike,3,6,7,308,15.9
member,electric_bike,3,6,21,515,12.16
member,electric_bike,4,6,1,40,8.95
casual,classic_bike,5,6,13,859,33.18
member,classic_bike,5,6,23,230,12.27
casual,electric_bike,7,6,9,580,18.11
member,electric_bike,7,6,20,530,12.11
member,classic_bike,7,6,23,338,13.91
member,electric_bike,1,6,2,121,9.3
member,electric_bike,2,6,10,466,10.47
casual,electric_bike,3,7,12,648,17.91
casual,electric_bike,4,7,11,541,16.9
member,electric_bike,4,7,15,1297,10.54
member,electric_bike,5,7,20,842,13.11
casual,electric_bike,5,7,21,568,15.11
member,electric_bike,6,7,6,462,11.82
member,classic_bike,6,7,19,1244,17.15
member,classic_bike,7,7,17,1138,15.56
casual,electric_bike,7,7,21,854,18.82
member,classic_bike,7,7,23,428,13.53
casual,electric_bike,1,7,12,1149,21.7
member,classic_bike,1,7,16,1314,15.81
casual,electric_bike,2,7,6,225,9.57
member,electric_bike,3,7,2,27,19.0
member,electric_bike,4,7,10,659,10.68
member,electric_bike,4,7,13,807,10.17
casual,electric_bike,4,7,18,1119,14.7
casual,classic_bike,4,7,19,1207,23.89
member,electric_bike,5,7,8,1953,9.56
casual,classic_bike,5,7,15,899,32.9
casual,classic_bike,6,7,10,485,41.02
casual,electric_bike,7,7,9,652,20.25
member,classic_bike,7,7,12,1025,14.46
member,electric_bike,1,7,2,124,10.77
casual,classic_bike,1,7,8,345,34.27
member,classic_bike,1,7,10,1108,15.04
casual,classic_bike,1,7,20,751,27.4
member,classic_bike,2,7,9,950,11.6
member,electric_bike,2,7,14,668,10.41
casual,electric_bike,2,7,18,970,15.78
casual,electric_bike,2,7,20,569,15.73
member,classic_bike,3,7,1,63,13.25
casual,classic_bike,3,7,6,222,20.21
member,electric_bike,3,7,21,809,12.14
casual,electric_bike,4,7,5,155,11.36
casual,classic_bike,5,7,13,882,33.18
casual,classic_bike,5,7,14,896,29.91
casual,classic_bike,7,7,3,96,30.57
member,electric_bike,7,7,11,872,12.81
casual,classic_bike,7,7,16,1626,34.15
casual,electric_bike,1,7,17,961,19.16
casual,electric_bike,1,7,22,340,17.42
casual,classic_bike,2,7,0,129,25.67
casual,electric_bike,2,7,7,344,8.75
member,classic_bike,3,7,3,29,21.45
casual,electric_bike,4,7,8,683,11.14
member,electric_bike,5,7,7,1757,9.62
member,classic_bike,6,7,12,1031,15.15
member,classic_bike,1,7,3,71,12.66
casual,classic_bike,1,7,6,87,37.85
casual,electric_bike,2,7,11,484,21.77
casual,electric_bike,4,7,7,626,9.38
member,classic_bike,6,8,0,168,18.36
casual,electric_bike,6,8,9,527,15.7
member,electric_bike,6,8,11,1016,12.52
member,classic_bike,6,8,22,652,13.86
member,classic_bike,7,8,0,361,13.4
casual,classic_bike,7,8,1,374,35.51
member,electric_bike,1,8,9,769,11.3
member,classic_bike,1,8,10,1488,15.37
casual,electric_bike,1,8,22,618,18.3
member,classic_bike,2,8,9,997,11.28
member,electric_bike,2,8,13,713,10.42
member,electric_bike,3,8,2,22,22.0
member,classic_bike,3,8,10,706,11.83
casual,electric_bike,4,8,18,972,14.51
member,electric_bike,5,8,20,784,12.32
casual,electric_bike,1,8,0,526,14.84
casual,classic_bike,1,8,11,1980,37.02
casual,classic_bike,1,8,20,892,23.83
casual,electric_bike,1,8,23,386,17.24
member,classic_bike,2,8,21,426,12.62
casual,classic_bike,3,8,8,377,26.47
member,electric_bike,4,8,15,1242,11.49
casual,electric_bike,4,8,20,557,14.46
member,electric_bike,7,8,7,392,10.71
casual,classic_bike,2,8,12,613,31.11
casual,electric_bike,3,8,12,453,17.68
casual,electric_bike,4,8,11,437,18.84
member,electric_bike,4,8,14,771,11.36
member,classic_bike,5,8,0,77,13.96
casual,electric_bike,5,8,9,336,14.2
member,classic_bike,6,8,23,506,13.5
casual,electric_bike,7,8,2,237,12.85
casual,classic_bike,1,8,8,548,41.96
casual,electric_bike,2,8,11,380,21.49
casual,classic_bike,2,8,19,708,25.21
casual,classic_bike,3,8,7,255,16.48
casual,electric_bike,3,8,19,598,14.3
casual,electric_bike,4,8,6,255,8.97
casual,classic_bike,5,8,14,706,31.37
casual,electric_bike,6,8,21,746,15.18
member,electric_bike,1,8,4,65,12.89
casual,classic_bike,2,9,2,56,37.86
casual,electric_bike,4,9,10,324,17.56
member,electric_bike,4,9,17,2277,12.12
casual,electric_bike,5,9,5,74,7.89
casual,electric_bike,5,9,7,531,8.86
casual,electric_bike,6,9,8,499,10.14
member,electric_bike,7,9,1,157,10.11
casual,classic_bike,7,9,12,1462,32.4
casual,electric_bike,7,9,18,955,16.85
member,classic_bike,2,9,5,242,15.08
casual,classic_bike,2,9,9,499,34.8
casual,classic_bike,2,9,21,291,21.35
casual,classic_bike,3,9,13,630,28.39
member,electric_bike,4,9,0,67,12.96
casual,electric_bike,4,9,14,530,15.71
member,electric_bike,4,9,23,175,11.48
member,electric_bike,5,9,14,862,11.08
member,classic_bike,7,9,9,897,13.68
member,electric_bike,1,9,8,431,10.82
member,electric_bike,1,9,20,496,10.57
member,electric_bike,3,9,20,800,10.77
casual,classic_bike,5,9,12,478,33.37
member,classic_bike,6,9,4,26,14.42
casual,classic_bike,1,9,10,959,33.6
member,electric_bike,1,9,18,1039,12.17
casual,electric_bike,2,9,10,505,19.57
member,classic_bike,4,9,5,272,11.85
casual,classic_bike,4,9,9,294,22.15
casual,electric_bike,5,9,6,267,8.24
member,classic_bike,5,9,21,648,12.1
casual,classic_bike,3,9,10,400,36.67
casual,electric_bike,3,9,21,576,13.41
member,electric_bike,4,10,5,284,6.92
member,electric_bike,4,10,20,782,9.89
casual,electric_bike,4,10,21,348,9.66
member,classic_bike,5,10,1,50,11.2
casual,electric_bike,5,10,17,1348,11.78
member,electric_bike,6,10,21,575,11.13
member,electric_bike,7,10,4,19,11.16
member,electric_bike,7,10,9,731,11.24
member,classic_bike,7,10,16,1321,14.75
casual,electric_bike,7,10,22,386,12.47
casual,electric_bike,7,10,23,280,10.93
casual,electric_bike,1,10,1,217,10.65
member,classic_bike,1,10,11,1057,19.33
member,electric_bike,1,10,17,946,13.07
member,electric_bike,1,10,19,621,10.62
casual,classic_bike,2,10,1,30,16.7
member,electric_bike,2,10,5,224,7.02
casual,electric_bike,2,10,9,277,11.96
member,electric_bike,2,10,11,520,9.99
member,classic_bike,2,10,22,337,10.83
casual,electric_bike,3,10,10,210,16.29
casual,electric_bike,3,10,13,287,13.31
member,electric_bike,3,10,17,2253,11.44
casual,classic_bike,5,10,5,43,25.51
casual,classic_bike,5,10,6,115,12.54
casual,classic_bike,5,10,8,362,15.64
casual,classic_bike,5,10,18,788,16.42
member,electric_bike,5,10,21,636,9.56
casual,electric_bike,6,10,0,218,10.89
casual,classic_bike,6,10,7,206,13.73
casual,classic_bike,7,10,11,1305,33.41
casual,electric_bike,7,10,12,1249,18.86
member,classic_bike,1,10,5,69,21.28
member,electric_bike,1,10,12,813,12.92
casual,classic_bike,2,10,14,604,31.2
casual,electric_bike,6,10,17,1348,13.57
casual,electric_bike,6,10,23,480,12.39
casual,classic_bike,7,10,7,174,25.89
casual,electric_bike,1,10,16,846,17.08
casual,electric_bike,4,10,9,318,9.22
casual,classic_bike,5,10,20,414,19.78
casual,electric_bike,5,10,22,361,9.62
casual,classic_bike,6,10,20,433,26.56
casual,electric_bike,3,10,16,794,11.19
casual,classic_bike,4,10,13,393,26.56
member,classic_bike,7,11,0,216,10.94
casual,electric_bike,7,11,4,43,10.56
member,electric_bike,7,11,5,44,12.02
member,electric_bike,7,11,11,778,10.29
casual,electric_bike,2,11,20,151,9.87
member,classic_bike,3,11,1,9,13.0
casual,electric_bike,3,11,19,209,7.3
member,electric_bike,3,11,21,350,9.1
casual,electric_bike,4,11,6,138,6.39
casual,classic_bike,4,11,19,160,18.91
member,electric_bike,5,11,5,119,6.29
member,electric_bike,5,11,6,470,7.8
member,electric_bike,5,11,11,396,10.69
member,classic_bike,5,11,19,713,14.95
member,electric_bike,6,11,6,380,7.92
member,classic_bike,6,11,12,773,10.45
member,classic_bike,6,11,23,207,10.36
casual,electric_bike,7,11,9,326,12.56
member,classic_bike,7,11,22,239,13.33
member,classic_bike,1,11,10,681,14.21
member,electric_bike,3,11,9,567,8.31
casual,electric_bike,3,11,22,126,8.79
casual,electric_bike,4,11,11,173,13.36
member,classic_bike,5,11,0,80,10.84
member,electric_bike,5,11,18,933,9.71
member,electric_bike,5,11,20,403,9.12
casual,classic_bike,6,11,13,350,26.84
casual,classic_bike,6,11,15,394,25.24
member,electric_bike,7,11,7,228,9.64
casual,classic_bike,7,11,16,562,27.43
member,electric_bike,7,11,18,584,10.76
member,electric_bike,7,11,20,299,11.14
member,classic_bike,1,11,1,118,23.69
member,electric_bike,1,11,9,386,9.42
member,classic_bike,1,11,16,858,13.35
member,electric_bike,1,11,21,213,9.14
member,classic_bike,3,11,13,667,11.46
member,electric_bike,4,11,10,359,9.14
casual,electric_bike,6,11,21,193,10.59
member,classic_bike,2,11,4,20,17.3
casual,electric_bike,5,11,9,210,9.64
casual,classic_bike,5,11,15,195,20.85
casual,electric_bike,6,11,4,26,5.46
member,electric_bike,2,12,4,18,7.0
member,classic_bike,2,12,15,463,15.8
member,classic_bike,5,12,7,416,12.06
member,classic_bike,6,12,18,366,10.74
member,classic_bike,6,12,20,182,16.4
member,classic_bike,7,12,8,183,13.88
casual,electric_bike,7,12,10,107,12.81
member,electric_bike,7,12,12,279,8.04
member,electric_bike,7,12,17,253,12.51
member,classic_bike,7,12,20,125,10.3
member,electric_bike,4,12,9,365,8.24
casual,electric_bike,4,12,23,48,8.1
member,classic_bike,5,12,8,544,12.56
member,electric_bike,5,12,17,607,10.37
casual,electric_bike,6,12,13,102,10.14
member,electric_bike,7,12,0,67,9.16
casual,electric_bike,7,12,14,158,13.07
member,electric_bike,1,12,16,187,11.92
member,classic_bike,2,12,14,331,14.81
casual,electric_bike,3,12,8,140,6.56
casual,classic_bike,4,12,6,21,7.52
member,classic_bike,4,12,14,377,14.3
casual,classic_bike,4,12,18,70,18.77
casual,electric_bike,5,12,1,17,8.94
member,electric_bike,5,12,19,260,8.94
member,electric_bike,5,12,22,99,7.91
casual,classic_bike,6,12,9,34,23.18
casual,electric_bike,6,12,10,54,8.28
member,classic_bike,6,12,11,308,14.53
member,electric_bike,6,12,12,311,8.94
member,electric_bike,6,12,17,510,10.02
member,electric_bike,7,12,19,174,10.38
member,electric_bike,7,12,23,92,10.18
casual,classic_bike,2,12,20,30,12.43
casual,electric_bike,3,12,7,123,6.35
member,classic_bike,4,12,15,511,12.98
casual,classic_bike,5,12,21,26,15.38
casual,classic_bike,4,1,13,65,18.77
casual,electric_bike,7,1,22,53,8.06
casual,electric_bike,1,1,15,77,7.36
member,electric_bike,2,1,6,263,6.83
member,electric_bike,3,1,19,265,7.74
casual,classic_bike,4,1,14,82,17.45
casual,electric_bike,5,1,19,57,8.81
member,electric_bike,1,1,0,68,9.16
member,classic_bike,3,1,5,101,8.46
member,classic_bike,3,1,20,190,12.98
casual,electric_bike,4,1,9,71,6.34
casual,electric_bike,5,1,17,212,8.83
casual,classic_bike,5,1,20,35,11.11
casual,electric_bike,6,1,23,71,8.9
casual,electric_bike,1,1,1,23,7.39
casual,electric_bike,4,1,21,45,7.53
casual,classic_bike,5,1,7,56,9.11
member,classic_bike,6,1,3,12,12.5
member,electric_bike,1,1,19,114,6.65
casual,electric_bike,3,1,13,44,8.41
member,classic_bike,5,1,1,16,11.94
member,classic_bike,7,2,9,324,9.46
member,classic_bike,2,2,5,95,10.62
member,classic_bike,2,2,8,730,9.94
casual,electric_bike,2,2,13,84,11.17
casual,electric_bike,2,2,16,205,8.52
member,electric_bike,2,2,23,48,8.96
member,electric_bike,3,2,5,112,5.69
member,classic_bike,4,2,6,276,8.8
casual,classic_bike,4,2,9,42,15.83
casual,classic_bike,5,2,17,138,26.3
member,classic_bike,6,2,4,11,10.64
casual,electric_bike,6,2,6,35,5.71
casual,electric_bike,6,2,18,137,9.19
member,classic_bike,6,2,21,153,9.59
casual,electric_bike,7,2,7,22,6.95
casual,electric_bike,7,2,8,66,7.18
casual,classic_bike,1,2,1,29,10.79
casual,classic_bike,1,2,16,119,42.0
member,classic_bike,2,2,6,279,9.05
casual,electric_bike,7,2,20,59,10.42
casual,electric_bike,4,2,14,75,8.77
casual,electric_bike,5,2,6,44,5.2
casual,electric_bike,5,2,7,117,6.79
casual,electric_bike,6,2,5,22,5.95
casual,electric_bike,6,2,7,92,6.17
member,electric_bike,7,2,3,22,8.59
member,electric_bike,7,2,14,274,11.46
member,electric_bike,1,2,8,119,7.52
member,classic_bike,1,2,23,35,12.29
casual,electric_bike,2,2,14,114,10.62
member,electric_bike,4,2,22,69,7.96
member,classic_bike,5,2,4,6,6.17
casual,electric_bike,1,3,1,75,29.25
member,electric_bike,2,3,5,154,5.26
member,electric_bike,2,3,20,428,9.13
casual,classic_bike,1,3,21,69,16.8
casual,electric_bike,3,3,3,12,12.0
member,classic_bike,3,3,6,341,9.53
casual,classic_bike,4,3,10,111,16.34
casual,classic_bike,4,3,15,121,17.85
member,electric_bike,5,3,9,456,8.28
casual,classic_bike,7,3,18,443,21.61
casual,classic_bike,5,3,18,251,14.42
casual,electric_bike,7,3,12,558,18.03
casual,electric_bike,7,3,22,127,11.33
casual,electric_bike,5,3,12,176,12.46
member,electric_bike,6,3,4,17,14.0
member,classic_bike,3,4,0,61,9.52
member,classic_bike,4,4,20,625,11.67
casual,classic_bike,5,4,19,273,15.07
casual,electric_bike,7,4,11,453,18.39
member,electric_bike,3,4,5,199,8.03
casual,classic_bike,4,4,9,154,16.45
member,electric_bike,4,4,23,145,9.02
casual,classic_bike,6,4,0,47,11.28
casual,electric_bike,6,4,6,111,5.42
casual,electric_bike,6,4,8,263,9.69
member,classic_bike,7,4,4,18,8.5
casual,classic_bike,7,4,17,616,31.28
casual,classic_bike,1,4,14,664,34.01
casual,electric_bike,2,4,13,246,17.32
casual,classic_bike,3,4,10,216,29.97
member,classic_bike,3,4,23,137,10.39
member,classic_bike,5,4,21,364,11.53
casual,classic_bike,1,4,16,597,30.89
casual,classic_bike,4,4,4,11,69.27
casual,electric_bike,1,4,2,77,9.45
member,classic_bike,6,5,22,398,11.74
casual,classic_bike,5,5,1,30,39.67
member,electric_bike,6,5,5,202,8.71
casual,electric_bike,3,5,0,73,17.14
casual,classic_bike,3,5,18,673,27.47
casual,electric_bike,3,5,19,351,13.47
casual,electric_bike,4,5,5,60,6.97
casual,classic_bike,4,5,12,279,22.06
casual,electric_bike,3,5,23,86,8.85
casual,electric_bike,4,5,20,249,11.08
member,classic_bike,6,5,23,326,11.94
member,classic_bike,7,5,0,238,18.16
casual,classic_bike,3,5,6,67,26.57
casual,electric_bike,3,5,22,205,11.97
casual,electric_bike,4,5,6,161,7.45
casual,electric_bike,1,6,12,1228,19.44
casual,electric_bike,2,6,6,226,8.88
casual,electric_bike,2,6,8,419,10.7
casual,electric_bike,2,6,18,956,16.32
casual,classic_bike,5,6,3,14,24.79
member,electric_bike,5,6,5,164,8.4
casual,classic_bike,5,6,16,1094,27.05
member,classic_bike,6,6,0,121,12.47
member,classic_bike,7,6,0,270,15.68
member,classic_bike,2,6,4,54,16.07
casual,electric_bike,2,6,20,557,14.85
member,classic_bike,3,6,10,680,12.68
casual,electric_bike,3,6,19,613,15.66
casual,classic_bike,4,6,12,475,33.29
member,electric_bike,4,6,15,797,11.07
casual,electric_bike,5,6,9,339,14.89
casual,classic_bike,6,6,10,568,32.05
casual,classic_bike,3,6,6,155,28.62
casual,electric_bike,4,6,7,307,9.41
casual,electric_bike,4,6,20,381,15.56
casual,electric_bike,2,6,11,495,21.49
casual,classic_bike,3,7,7,381,19.16
casual,electric_bike,3,7,23,230,15.11
casual,electric_bike,4,7,20,712,15.42
member,electric_bike,6,7,5,141,9.18
casual,classic_bike,7,7,10,1213,36.6
casual,electric_bike,1,7,19,762,19.5
casual,electric_bike,4,7,6,365,8.86
casual,classic_bike,4,7,17,1574,24.95
member,classic_bike,7,7,19,1006,17.94
member,classic_bike,1,7,1,189,11.62
casual,classic_bike,2,7,23,125,39.18
casual,classic_bike,4,7,22,534,23.03
casual,electric_bike,5,7,4,42,10.71
casual,classic_bike,3,7,8,620,18.24
casual,electric_bike,5,7,2,71,11.18
member,classic_bike,5,7,23,249,17.08
casual,electric_bike,1,7,23,222,13.59
casual,classic_bike,2,7,19,1034,27.5
member,electric_bike,6,8,5,218,8.77
member,electric_bike,7,8,6,273,13.62
member,electric_bike,1,8,2,151,11.22
casual,classic_bike,2,8,0,128,33.16
casual,classic_bike,2,8,17,1070,22.88
casual,electric_bike,2,8,20,384,15.15
casual,electric_bike,3,8,0,102,16.61
casual,electric_bike,3,8,22,320,12.85
casual,electric_bike,4,8,5,93,8.45
member,electric_bike,5,8,6,764,9.02
casual,electric_bike,6,8,2,103,14.5
casual,classic_bike,6,8,3,47,21.32
casual,electric_bike,7,8,9,851,17.67
casual,electric_bike,2,8,18,743,14.06
member,electric_bike,3,8,21,594,11.24
member,electric_bike,5,8,5,169,7.46
casual,classic_bike,3,8,6,130,17.62
casual,classic_bike,4,8,12,566,31.06
casual,classic_bike,5,8,10,548,41.86
casual,electric_bike,5,8,21,476,14.24
member,classic_bike,7,8,23,456,17.55
casual,electric_bike,2,8,5,66,7.05
